genome	gtdb_taxopath	gtdb_fastani_reference	genbank_assembly
MMP3368555	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique_N	gtdb:GCA_001179885.1	insdc.gca:GCA_001179885.1
MMP3368554	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp002101295	gtdb:GCF_002101295.1	insdc.gca:GCA_001179865.1
MMP3368553	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter ubique_Q	gtdb:GCF_000504225.1	insdc.gca:GCA_001179845.1
MMP3368552	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter		insdc.gca:GCA_001179825.1
MMP3355991	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio fischeri	gtdb:GCF_000011805.1	insdc.gca:GCA_000985635.1
MMP3340379	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_000983095.1
MMP3339669	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium maltaromaticum	gtdb:GCF_000744945.1	insdc.gca:GCA_900005095.1
MMP3312982	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Nereida;s__Nereida ignava	gtdb:GCF_001049735.1	insdc.gca:GCA_001049735.1
MMP33079168	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Geitlerinemaceae;g__Phormidium_A;s__Phormidium_A willei	gtdb:GCF_001637315.1	insdc.gca:GCA_900149785.2
MMP3297057	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp001040705	gtdb:GCF_001040705.1	insdc.gca:GCA_001040705.1
MMP3282972	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia ruckeri	gtdb:GCF_000754815.1	insdc.gca:GCA_900460715.1
MMP3282966	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rustigianii	gtdb:GCF_000156395.1	insdc.gca:GCA_900455235.1
MMP3221090	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella algae	gtdb:GCF_001598875.1	insdc.gca:GCA_000947195.1
MMP3214536	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__GCF1875585;s__GCF1875585 sp001298715	gtdb:GCF_001298715.1	insdc.gca:GCA_001298695.2
MMP3146324	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Crocosphaera;s__Crocosphaera watsonii	gtdb:GCF_000167195.1	insdc.gca:GCA_001039615.1
MMP3146296	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Crocosphaera;s__Crocosphaera watsonii	gtdb:GCF_000167195.1	insdc.gca:GCA_001050835.1
MMP3146286	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi	gtdb:GCF_001591145.1	insdc.gca:GCA_001050875.1
MMP3146264	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Crocosphaera;s__Crocosphaera watsonii	gtdb:GCF_000167195.1	insdc.gca:GCA_001039635.1
MMP3146263	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Crocosphaera;s__Crocosphaera watsonii	gtdb:GCF_000167195.1	insdc.gca:GCA_001039555.1
MMP3139038	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio nigripulchritudo	gtdb:GCF_000222685.1	insdc.gca:GCA_000723605.1
MMP3138990	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Richelia;s__Richelia intracellularis_B	gtdb:GCA_000613065.1	insdc.gca:GCA_000613065.1
MMP3138989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium kishitanii	gtdb:GCF_003026355.1	insdc.gca:GCA_000613045.2
MMP3138420	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__GCF1875585		insdc.gca:GCA_000297135.1
MMP3114296	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;s__Halomonas salina_A	gtdb:GCF_000821105.2	insdc.gca:GCA_000821105.2
MMP3104985	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Endozoicomonadaceae;g__Endozoicomonas;s__Endozoicomonas sp900299555	gtdb:GCA_900299555.1	insdc.gca:GCA_900299555.1
MMP2826833	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__2013Ark19i;g__2013Ark19i		insdc.gca:GCA_900091325.1
MMP2752425	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas bestiarum	gtdb:GCF_000819745.1	insdc.gca:GCA_000819745.1
MMP2752415	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas piscicola	gtdb:GCF_000820005.1	insdc.gca:GCA_000820005.1
MMP2752412	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;s__Aeromonas salmonicida	gtdb:GCF_001643305.1	insdc.gca:GCA_000820065.1
MMP2719621	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A vulgaris	gtdb:GCF_000756795.1	insdc.gca:GCA_000756795.1
MMP2594035	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001244075.1
MMP2594034	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001048635.1
MMP2594005	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001243385.1
MMP2594004	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001048655.1
MMP2594003	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001262155.1
MMP2594002	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001244175.1
MMP2594001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001243825.1
MMP2594000	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001048615.1
MMP2593999	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001243735.1
MMP2593998	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001243675.1
MMP2593986	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001243545.1
MMP2593984	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio coralliirubri	gtdb:GCF_002156455.1	insdc.gca:GCA_001048595.1
MMP2591299	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio diabolicus	gtdb:GCF_001048675.1	insdc.gca:GCA_001048675.1
MMP2591298	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001048575.1
MMP2591297	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001048555.1
MMP2591296	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001048535.1
MMP2591295	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001048515.1
MMP2591294	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001048495.1
MMP2591293	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001048475.1
MMP2591287	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001368895.1
MMP2591286	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001368875.1
MMP2591285	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio crassostreae	gtdb:GCF_001048535.1	insdc.gca:GCA_001368855.1
MMP2547704	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__Thalassospira lucentensis	gtdb:GCF_000421265.1	insdc.gca:GCA_000751115.3
MMP2343672	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio thalassae	gtdb:GCF_900089835.1	insdc.gca:GCA_900089835.1
MMP2343670	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio mediterranei	gtdb:GCF_900088415.1	insdc.gca:GCA_900088415.1
MMP2272797	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10		insdc.gca:GCA_000264645.3
MMP2272788	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E monteilii	gtdb:GCF_000730605.1	insdc.gca:GCA_000285395.1
MMP2272746	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10		insdc.gca:GCA_000285795.3
MMP2272694	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10		insdc.gca:GCA_000264605.3
MMP2272692	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Richelia;s__Richelia intracellularis_A	gtdb:GCF_000350105.1	insdc.gca:GCA_000350105.1
MMP2272636	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas luteoviolacea_D	gtdb:GCA_000333235.1	insdc.gca:GCA_000333235.1
MMP2272521	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__Nitrospina gracilis	gtdb:GCF_000341545.2	insdc.gca:GCA_000341545.2
MMP2272452	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas bentonitica	gtdb:GCF_002887735.1	insdc.gca:GCA_000308335.1
MMP2272395	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrisoma;s__Fibrisoma limi	gtdb:GCF_000296815.2	insdc.gca:GCA_000296815.2
MMP2272309	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10		insdc.gca:GCA_000264625.3
MMP2272302	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Richelia;s__Richelia intracellularis_A	gtdb:GCF_000350105.1	insdc.gca:GCA_000350125.1
MMP2272264	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas sp000470315	gtdb:GCF_000470315.1	insdc.gca:GCA_000470315.2
MMP2272220	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10		insdc.gca:GCA_000264585.3
MMP2272178	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces		insdc.gca:GCA_000470535.1
MMP2272100	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio harveyi	gtdb:GCF_001591145.1	insdc.gca:GCA_000442925.1
MMP2271987	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp000333955	gtdb:GCF_000333955.1	insdc.gca:GCA_000333955.1
MMP19236418	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__Tateyamaria sp900143535	gtdb:GCF_900143535.1	insdc.gca:GCA_900143535.1
MMP19235668	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia sp900143545	gtdb:GCF_900143545.1	insdc.gca:GCA_900143545.1
MMP19234918	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria;s__Ruegeria sp900143525	gtdb:GCF_900143525.1	insdc.gca:GCA_900143525.1
MMP19234168	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__FREY01;s__FREY01 sp900143635	gtdb:GCF_900143635.1	insdc.gca:GCA_900143635.1
MMP19233418	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Shimia;s__Shimia sp900143615	gtdb:GCF_900143615.1	insdc.gca:GCA_900143615.1
MMP19232668	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Pseudovibrio;s__Pseudovibrio sp900143565	gtdb:GCF_900143565.1	insdc.gca:GCA_900143565.1
MMP19231168	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Labrenzia;s__Labrenzia alba	gtdb:GCF_001404515.1	insdc.gca:GCA_900143555.1
MMP18850168	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio quintilis	gtdb:GCF_900143745.1	insdc.gca:GCA_900143745.1
MMP11127076	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1		insdc.gca:GCA_004525645.1
MMP11127074	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__MP8T-1		insdc.gca:GCA_004525575.1
MMP11127067	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus		insdc.gca:GCA_004525345.1
MMP11127066	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina		insdc.gca:GCA_004525205.1
MMP11127064	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__RBG-16-57-9		insdc.gca:GCA_004525915.1
MMP11127058	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4		insdc.gca:GCA_004526085.1
MMP11127055	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__UBA233		insdc.gca:GCA_004526075.1
MMP11127053	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales		insdc.gca:GCA_004526155.1
MMP11127048	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix		insdc.gca:GCA_004526185.1
MMP11124430	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4		insdc.gca:GCA_004375715.1
MMP11124426	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Thorarchaeales;f__Thorarchaeaceae		insdc.gca:GCA_004376265.1
MMP11124422	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-83		insdc.gca:GCA_004376425.1
MMP11124414	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__BA1		insdc.gca:GCA_004376295.1
MMP11124413	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__BA1;g__BIN-L-1		insdc.gca:GCA_004376385.1
MMP11124410	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia		insdc.gca:GCA_004376455.1
MMP11124392	d__Archaea;p__Asgardarchaeota;c__Lokiarchaeia;o__CR-4		insdc.gca:GCA_004376705.1
MMP11124391	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1		insdc.gca:GCA_004376645.1
MMP11124389	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__JdFR-07		insdc.gca:GCA_004376975.1
MMP11124383	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__UBA460;g__UBA460		insdc.gca:GCA_004376735.1
MMP11124379	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__GCA-2726865		insdc.gca:GCA_004377085.1
MMP11124375	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__RBG-16-68-12		insdc.gca:GCA_004377185.1
MMP11124360	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__GCA-2726865		insdc.gca:GCA_004377395.1
MMP11124358	d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__B26-1;f__BA1		insdc.gca:GCA_004377325.1
MMP10910414	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum tropicale	gtdb:GCF_001280455.1	insdc.gca:GCA_005435115.1
MMP10910413	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum tropicale	gtdb:GCF_001280455.1	insdc.gca:GCA_005435225.1
MMP10841233	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__Thalassarchaeum		insdc.gca:GCA_004214165.1
MMP10721430	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloadaptaceae;g__SW-6-65-15		insdc.gca:GCA_004765805.1
MMP10721319	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloadaptaceae;g__SW-6-65-15		insdc.gca:GCA_004765815.1
MMP10685071	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae		insdc.gca:GCA_004005935.1
MMP10659958	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Pelagibacterium		insdc.gca:GCA_003992625.1
MMP10653470	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium mukohataei	gtdb:GCF_000023965.1	insdc.gca:GCA_003992375.1
MMP10653466	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula marismortui	gtdb:GCF_000011085.1	insdc.gca:GCA_003992425.1
MMP10644007	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda		insdc.gca:GCA_003992615.1
MMP10612036	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio sp002835515	gtdb:GCF_002835515.1	insdc.gca:GCA_003970425.1
MMP10606252	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus		insdc.gca:GCA_004004515.1
MMP10599942	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella		insdc.gca:GCA_003966265.1
MMP10599935	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella		insdc.gca:GCA_003966225.1
MMP10599891	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas		insdc.gca:GCA_003966155.1
MMP1059311	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius		insdc.gca:GCA_900327775.1
MMP10585556	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus		insdc.gca:GCA_003966215.1
MMP10524535	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio		insdc.gca:GCA_003937805.1
MMP10523751	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum		insdc.gca:GCA_003944755.1
MMP10496973	d__Archaea;p__Halobacterota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__QS-5-70-17		insdc.gca:GCA_003862495.1
MMP10492131	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroflexus		insdc.gca:GCA_004010055.1
MMP10478481	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003976125.1
MMP10478480	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003976135.1
MMP10478479	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003975315.1
MMP10478478	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003976165.1
MMP10478477	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003975305.1
MMP10478476	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003976175.1
MMP10478475	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003975335.1
MMP10478474	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003975325.1
MMP10478473	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003975385.1
MMP10478472	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003976185.1
MMP10478443	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas aeruginosa	gtdb:GCF_001457615.1	insdc.gca:GCA_003976445.1
MMP104692614	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Kiloniella		insdc.gca:GCA_900313065.1
MMP104692613	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp900313005	gtdb:GCA_900313005.1	insdc.gca:GCA_900313005.1
